,ilkid,firstname,lastname,leag_rg,gp_rg,minutes_rg,pts_rg,oreb_rg,dreb_rg,reb_rg,asts_rg,stl_rg,blk_rg,turnover_rg,pf_rg,fga_rg,fgm_rg,fta_rg,ftm_rg,tpa_rg,tpm_rg,leag_po,gp_po,minutes_po,pts_po,dreb_po,oreb_po,reb_po,asts_po,stl_po,blk_po,turnover_po,pf_po,fga_po,fgm_po,fta_po,ftm_po,tpa_po,tpm_po,position,firstseason,lastseason,weight,college,age,retirement_age,start_age,career_span,height,leag,firstyear,lastyear,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,tpa,tpm
826,DAWKIDA01,Darryl,Dawkins,N,726.0,17235.0,8733.0,1125.0,3307.0,4432.0,917.0,345.0,1023.0,1621.0,2784.0,6079.0,3477.0,2593.0,1777.0,15.0,2.0,N,109.0,2734.0,1375.0,304.0,124.0,665.0,119.0,39.0,147.0,169.0,438.0,992.0,542.0,414.0,291.0,7.0,0.0,C,1975.0,1988.0,251.0,none,64.0,31.0,18.0,13.0,83.0,,,,,,,,,,,,,,,,,,,
827,DAWKIJO01,Johnny,Dawkins,N,541.0,14859.0,5984.0,333.0,1003.0,1336.0,2997.0,618.0,29.0,1108.0,837.0,5175.0,2361.0,1262.0,1082.0,545.0,180.0,N,13.0,439.0,157.0,19.0,6.0,25.0,98.0,19.0,2.0,30.0,24.0,138.0,59.0,47.0,39.0,9.0,0.0,G,1986.0,1994.0,165.0,Duke,58.0,31.0,23.0,8.0,74.0,,,,,,,,,,,,,,,,,,,
828,DAWKIPA01,Paul,Dawkins,N,57.0,776.0,316.0,42.0,83.0,125.0,77.0,33.0,9.0,76.0,112.0,300.0,141.0,48.0,33.0,5.0,1.0,,,,,,,,,,,,,,,,,,,F,1979.0,1979.0,190.0,Northern Illinois,64.0,22.0,22.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
829,DAWSOJA01,James,Dawson,A,21.0,288.0,118.0,0.0,0.0,21.0,32.0,0.0,0.0,16.0,16.0,133.0,46.0,43.0,25.0,7.0,1.0,,,,,,,,,,,,,,,,,,,G,1967.0,1967.0,175.0,Illinois,76.0,22.0,22.0,0.0,72.0,,,,,,,,,,,,,,,,,,,
830,DAWSOTO01,Tony,Dawson,N,6.0,30.0,17.0,2.0,3.0,5.0,1.0,0.0,0.0,3.0,4.0,15.0,7.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,F,1990.0,1994.0,215.0,Florida State,54.0,27.0,23.0,4.0,79.0,,,,,,,,,,,,,,,,,,,
831,DAYEDA01,Darren,Daye,N,328.0,5208.0,2225.0,321.0,523.0,844.0,672.0,191.0,53.0,429.0,607.0,1730.0,849.0,771.0,525.0,17.0,2.0,N,34.0,372.0,169.0,32.0,20.0,52.0,28.0,12.0,4.0,30.0,46.0,119.0,64.0,57.0,41.0,0.0,0.0,F,1983.0,1987.0,220.0,UCLA,60.0,26.0,22.0,4.0,80.0,,,,,,,,,,,,,,,,,,,
832,DAYTO01,Todd,Day,N,483.0,12214.0,5915.0,578.0,1071.0,1649.0,713.0,532.0,291.0,717.0,1348.0,5016.0,2035.0,1727.0,1277.0,1646.0,568.0,N,9.0,100.0,42.0,4.0,6.0,10.0,4.0,4.0,1.0,4.0,24.0,35.0,16.0,10.0,5.0,16.0,5.0,G,1992.0,2000.0,188.0,Arkansas,51.0,30.0,22.0,8.0,78.0,,,,,,,,,,,,,,,,,,,
833,DEANEGR01,Greg,Deane,N,7.0,48.0,10.0,2.0,4.0,6.0,6.0,0.0,0.0,3.0,3.0,11.0,2.0,7.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,G,1979.0,1979.0,190.0,Utah,63.0,21.0,21.0,0.0,76.0,,,,,,,,,,,,,,,,,,,
834,DEANGBI01,Billy,Deangelis,A,8.0,47.0,10.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,16.0,6.0,3.0,6.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1970.0,1970.0,180.0,St. Joseph's (PA),75.0,24.0,24.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
835,DEBUSDA01,Dave,Debusschere,N,875.0,31202.0,14053.0,134.0,623.0,9618.0,2497.0,67.0,39.0,0.0,2801.0,13249.0,5722.0,3730.0,2609.0,0.0,0.0,N,96.0,3682.0,1536.0,0.0,0.0,1155.0,253.0,0.0,0.0,0.0,327.0,1523.0,634.0,395.0,268.0,0.0,0.0,F,1962.0,1973.0,220.0,Detroit,81.0,33.0,22.0,11.0,78.0,N,1965.0,1973.0,8.0,167.0,77.0,0.0,0.0,51.0,11.0,0.0,0.0,0.0,0.0,81.0,37.0,4.0,0.0,0.0
836,DECLEAN01,Andrew,Declercq,N,587.0,9848.0,2815.0,966.0,1522.0,2488.0,339.0,390.0,300.0,550.0,1789.0,2207.0,1118.0,932.0,579.0,2.0,0.0,N,13.0,167.0,48.0,24.0,15.0,39.0,3.0,4.0,7.0,12.0,45.0,34.0,20.0,15.0,8.0,0.0,0.0,C,1995.0,2004.0,230.0,Florida,48.0,31.0,22.0,9.0,82.0,,,,,,,,,,,,,,,,,,,
837,DEEDO01,Don,Dee,A,58.0,989.0,332.0,0.0,0.0,292.0,33.0,0.0,0.0,72.0,179.0,387.0,138.0,75.0,56.0,1.0,0.0,A,12.0,41.0,8.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,F,1968.0,1968.0,210.0,St. Mary of the Plains,78.0,25.0,25.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
838,DEESAR01,Archie,Dees,N,190.0,3092.0,1548.0,0.0,0.0,907.0,132.0,0.0,0.0,0.0,385.0,1429.0,575.0,501.0,398.0,0.0,0.0,N,2.0,18.0,11.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,12.0,4.0,3.0,3.0,0.0,0.0,F,1958.0,1961.0,205.0,Indiana,85.0,25.0,22.0,3.0,80.0,,,,,,,,,,,,,,,,,,,
839,DEHERTE01,Terry,Dehere,N,402.0,7304.0,3235.0,144.0,444.0,588.0,1034.0,213.0,37.0,617.0,829.0,2632.0,1082.0,954.0,743.0,867.0,328.0,N,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,G,1993.0,1998.0,190.0,Seton Hall,50.0,27.0,22.0,5.0,74.0,,,,,,,,,,,,,,,,,,,
840,DEHNEHE01,Henry,Dehnert,N,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,6.0,6.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1946.0,1946.0,175.0,Columbia,97.0,22.0,22.0,0.0,74.5,,,,,,,,,,,,,,,,,,,
841,DELEBI01,Bison,Dele,N,413.0,10004.0,4536.0,853.0,1711.0,2564.0,440.0,320.0,355.0,822.0,1297.0,3499.0,1847.0,1215.0,840.0,14.0,2.0,N,39.0,791.0,304.0,129.0,81.0,210.0,25.0,26.0,22.0,48.0,139.0,238.0,126.0,85.0,52.0,0.0,0.0,C,1991.0,1998.0,235.0,Arizona,52.0,29.0,22.0,7.0,81.0,,,,,,,,,,,,,,,,,,,
842,DELFICA01,Carlos,Delfino,N,30.0,459.0,116.0,13.0,42.0,55.0,38.0,22.0,6.0,23.0,44.0,117.0,42.0,40.0,23.0,35.0,9.0,,,,,,,,,,,,,,,,,,,G,2004.0,2004.0,230.0,,39.0,22.0,22.0,0.0,78.0,,,,,,,,,,,,,,,,,,,
843,DELKTO01,Tony,Delk,N,521.0,11319.0,4775.0,287.0,1011.0,1298.0,991.0,434.0,76.0,554.0,834.0,4432.0,1803.0,931.0,717.0,1329.0,452.0,N,37.0,900.0,358.0,92.0,34.0,126.0,71.0,29.0,9.0,43.0,65.0,294.0,126.0,78.0,59.0,110.0,47.0,G,1996.0,2004.0,189.0,Kentucky,47.0,30.0,22.0,8.0,73.0,,,,,,,,,,,,,,,,,,,
844,DELNEVI01,Vinny,Del Negro,N,771.0,19211.0,7038.0,284.0,1526.0,1810.0,2484.0,576.0,65.0,820.0,1466.0,6031.0,2863.0,1273.0,1069.0,677.0,243.0,N,54.0,1368.0,473.0,101.0,17.0,118.0,151.0,34.0,6.0,47.0,97.0,425.0,193.0,69.0,56.0,72.0,31.0,G,1988.0,2001.0,185.0,North Carolina State,55.0,35.0,22.0,13.0,76.0,,,,,,,,,,,,,,,,,,,
845,DELONNA01,Nate,Delong,N,17.0,132.0,64.0,0.0,0.0,31.0,14.0,0.0,0.0,0.0,47.0,42.0,20.0,35.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1951.0,1951.0,220.0,Wisconsin River Falls,95.0,25.0,25.0,0.0,78.0,,,,,,,,,,,,,,,,,,,
846,DEMBOFE01,Fennis,Dembo,N,31.0,74.0,36.0,8.0,15.0,23.0,5.0,1.0,0.0,7.0,15.0,42.0,14.0,10.0,8.0,4.0,0.0,N,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,F,1988.0,1988.0,215.0,Wyoming,55.0,22.0,22.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
847,DEMICLA01,Larry,Demic,N,206.0,3192.0,976.0,338.0,467.0,805.0,106.0,72.0,49.0,252.0,524.0,865.0,397.0,314.0,182.0,3.0,0.0,N,2.0,37.0,9.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,F,1979.0,1981.0,225.0,Arizona,64.0,24.0,22.0,2.0,81.0,,,,,,,,,,,,,,,,,,,
848,DEMPSDE01,Dell,Demps,N,20.0,108.0,59.0,2.0,7.0,9.0,9.0,6.0,1.0,13.0,12.0,42.0,21.0,21.0,16.0,3.0,1.0,,,,,,,,,,,,,,,,,,,G,1993.0,1996.0,205.0,Pacific,51.0,26.0,23.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
849,DEMPSGE01,George,Dempsey,N,315.0,5720.0,1574.0,0.0,0.0,1125.0,711.0,0.0,0.0,0.0,602.0,1453.0,591.0,593.0,392.0,0.0,0.0,N,25.0,338.0,105.0,0.0,0.0,64.0,35.0,0.0,0.0,0.0,35.0,87.0,38.0,49.0,29.0,0.0,0.0,G,1954.0,1958.0,190.0,King's (DE),92.0,29.0,25.0,4.0,74.0,,,,,,,,,,,,,,,,,,,
850,DENGLU01,Luol,Deng,N,61.0,1662.0,711.0,92.0,230.0,322.0,135.0,48.0,27.0,118.0,98.0,645.0,280.0,162.0,120.0,117.0,31.0,,,,,,,,,,,,,,,,,,,G,2004.0,2004.0,220.0,Duke,36.0,19.0,19.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
851,DENNAKE01,Kenny,Dennard,N,95.0,1244.0,268.0,104.0,182.0,286.0,93.0,74.0,17.0,69.0,191.0,254.0,109.0,73.0,47.0,10.0,3.0,,,,,,,,,,,,,,,,,,,F,1981.0,1983.0,220.0,Duke,63.0,25.0,23.0,2.0,80.0,,,,,,,,,,,,,,,,,,,
852,DENNIBL01,Blaine,Denning,N,1.0,9.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1952.0,1952.0,175.0,Lawrence Tech,91.0,22.0,22.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
853,DENTORA01,Randy,Denton,A,368.0,9484.0,4510.0,0.0,1769.0,3329.0,495.0,121.0,110.0,581.0,958.0,4047.0,1932.0,821.0,643.0,14.0,3.0,A,6.0,236.0,113.0,0.0,0.0,80.0,11.0,0.0,0.0,0.0,18.0,92.0,49.0,22.0,15.0,0.0,0.0,C,1971.0,1976.0,240.0,Duke,72.0,27.0,22.0,5.0,82.0,,,,,,,,,,,,,,,,,,,
854,DENTORA01,Randy,Denton,N,45.0,700.0,239.0,81.0,137.0,218.0,33.0,14.0,16.0,0.0,100.0,256.0,103.0,47.0,33.0,0.0,0.0,A,6.0,236.0,113.0,0.0,0.0,80.0,11.0,0.0,0.0,0.0,18.0,92.0,49.0,22.0,15.0,0.0,0.0,C,1971.0,1976.0,240.0,Duke,72.0,27.0,22.0,5.0,82.0,,,,,,,,,,,,,,,,,,,
855,DEPREJO01,Joe,Depre,A,119.0,2281.0,830.0,0.0,0.0,226.0,185.0,0.0,0.0,66.0,343.0,694.0,331.0,226.0,166.0,10.0,2.0,A,20.0,245.0,87.0,0.0,0.0,26.0,19.0,0.0,0.0,0.0,45.0,79.0,34.0,27.0,19.0,0.0,0.0,G,1970.0,1972.0,185.0,St. John's,73.0,24.0,22.0,2.0,75.0,,,,,,,,,,,,,,,,,,,
856,DERLIRO01,Rod,Derline,N,107.0,1005.0,518.0,20.0,66.0,86.0,71.0,34.0,5.0,0.0,69.0,513.0,215.0,112.0,88.0,0.0,0.0,N,10.0,105.0,48.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,10.0,43.0,20.0,9.0,8.0,0.0,0.0,G,1974.0,1975.0,175.0,Seattle,69.0,23.0,22.0,1.0,72.0,,,,,,,,,,,,,,,,,,,
857,DEUTSDA01,Dave,Deutsch,N,19.0,93.0,21.0,0.0,0.0,21.0,15.0,0.0,0.0,0.0,17.0,36.0,6.0,20.0,9.0,0.0,0.0,N,1.0,7.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,G,1966.0,1966.0,170.0,Rochester,76.0,21.0,21.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
858,DEVLIWA01,Walter,Devlin,N,210.0,4025.0,1496.0,0.0,0.0,449.0,446.0,0.0,0.0,0.0,337.0,1532.0,560.0,507.0,376.0,0.0,0.0,N,11.0,300.0,110.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,26.0,109.0,47.0,26.0,16.0,0.0,0.0,G,1955.0,1957.0,195.0,George Washington,89.0,25.0,23.0,2.0,77.0,,,,,,,,,,,,,,,,,,,
859,DEZONHA01,Hank,Dezonie,N,5.0,0.0,17.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,6.0,25.0,6.0,7.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1950.0,1950.0,215.0,Clark (GA),99.0,28.0,28.0,0.0,77.5,,,,,,,,,,,,,,,,,,,
860,DIALDE01,Derrick,Dial,N,82.0,686.0,253.0,42.0,91.0,133.0,63.0,21.0,11.0,35.0,51.0,277.0,103.0,58.0,39.0,42.0,8.0,N,2.0,8.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,G,1999.0,2003.0,184.0,Eastern Michigan,45.0,27.0,23.0,4.0,76.0,,,,,,,,,,,,,,,,,,,
861,DIAWBO01,Boris,Diaw,N,142.0,3120.0,656.0,165.0,347.0,512.0,331.0,96.0,55.0,213.0,314.0,607.0,264.0,170.0,113.0,76.0,15.0,,,,,,,,,,,,,,,,,,,G,2003.0,2004.0,203.0,,39.0,22.0,21.0,1.0,80.0,,,,,,,,,,,,,,,,,,,
862,DICKADA01,Dan,Dickau,N,164.0,2899.0,1165.0,50.0,199.0,249.0,470.0,107.0,6.0,224.0,311.0,1024.0,413.0,268.0,222.0,336.0,117.0,,,,,,,,,,,,,,,,,,,G,2002.0,2004.0,190.0,Gonzaga,43.0,26.0,24.0,2.0,72.0,,,,,,,,,,,,,,,,,,,
863,DICKECL01,Clyde,Dickey,A,57.0,458.0,150.0,0.0,54.0,54.0,46.0,14.0,0.0,45.0,45.0,193.0,66.0,21.0,16.0,15.0,2.0,A,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,G,1974.0,1974.0,185.0,Boise State,69.0,22.0,22.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
864,DICKEDE01,Derrek,Dickey,N,321.0,5345.0,1962.0,563.0,1012.0,1575.0,346.0,129.0,60.0,40.0,609.0,1818.0,854.0,341.0,254.0,0.0,0.0,N,27.0,430.0,179.0,0.0,0.0,115.0,17.0,0.0,0.0,0.0,55.0,140.0,78.0,33.0,23.0,0.0,0.0,F,1973.0,1977.0,218.0,Cincinnati,70.0,26.0,22.0,4.0,79.0,,,,,,,,,,,,,,,,,,,
865,DICKEDI01,Dick,Dickey,N,45.0,440.0,127.0,0.0,0.0,81.0,50.0,0.0,0.0,0.0,79.0,136.0,40.0,69.0,47.0,0.0,0.0,N,3.0,31.0,8.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,7.0,8.0,1.0,7.0,6.0,0.0,0.0,G,1951.0,1951.0,175.0,North Carolina State,95.0,25.0,25.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
866,DICKEHE01,Henry,Dickerson,N,23.0,175.0,45.0,3.0,2.0,5.0,19.0,3.0,1.0,0.0,30.0,41.0,15.0,24.0,15.0,0.0,0.0,N,5.0,15.0,9.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,9.0,4.0,2.0,1.0,0.0,0.0,G,1975.0,1976.0,190.0,Morris-Harvey,69.0,24.0,23.0,1.0,76.0,,,,,,,,,,,,,,,,,,,
867,DICKEKA01,Kaniel,Dickens,N,14.0,73.0,20.0,5.0,6.0,11.0,1.0,2.0,1.0,3.0,8.0,17.0,7.0,4.0,3.0,9.0,3.0,,,,,,,,,,,,,,,,,,,F,2003.0,2004.0,215.0,Idaho,43.0,26.0,25.0,1.0,80.0,,,,,,,,,,,,,,,,,,,
868,DICKEMI01,Michael,Dickerson,N,212.0,7490.0,3257.0,178.0,431.0,609.0,553.0,213.0,85.0,407.0,551.0,2824.0,1219.0,677.0,531.0,717.0,288.0,N,4.0,82.0,17.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,8.0,22.0,6.0,4.0,2.0,8.0,3.0,G,1998.0,2002.0,190.0,Arizona,46.0,27.0,23.0,4.0,77.0,,,,,,,,,,,,,,,,,,,
869,DICKSJO01,John,Dickson,A,21.0,100.0,36.0,0.0,0.0,33.0,3.0,0.0,0.0,10.0,11.0,39.0,14.0,13.0,8.0,0.0,0.0,A,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,C,1967.0,1967.0,240.0,Arkansas State,75.0,21.0,21.0,0.0,82.0,,,,,,,,,,,,,,,,,,,
870,DIERKCO01,Connie,Dierking,N,706.0,15474.0,7094.0,0.0,0.0,4757.0,1053.0,0.0,0.0,0.0,2075.0,6880.0,2867.0,1951.0,1360.0,0.0,0.0,N,20.0,352.0,153.0,0.0,0.0,129.0,23.0,0.0,0.0,0.0,45.0,158.0,63.0,35.0,27.0,0.0,0.0,C,1958.0,1970.0,222.0,Cincinnati,85.0,34.0,22.0,12.0,81.0,,,,,,,,,,,,,,,,,,,
871,DIETRCO01,Coby,Dietrick,A,362.0,7046.0,2225.0,0.0,1405.0,1903.0,750.0,238.0,236.0,474.0,1089.0,2067.0,940.0,470.0,342.0,15.0,3.0,A,22.0,534.0,169.0,0.0,0.0,111.0,46.0,0.0,0.0,0.0,71.0,133.0,71.0,38.0,27.0,0.0,0.0,C,1970.0,1982.0,220.0,San Jose State,73.0,34.0,22.0,12.0,82.0,,,,,,,,,,,,,,,,,,,
872,DIETRCO01,Coby,Dietrick,A,362.0,7046.0,2225.0,0.0,1405.0,1903.0,750.0,238.0,236.0,474.0,1089.0,2067.0,940.0,470.0,342.0,15.0,3.0,N,28.0,522.0,156.0,12.0,3.0,114.0,39.0,19.0,11.0,2.0,82.0,164.0,73.0,20.0,10.0,3.0,0.0,C,1970.0,1982.0,220.0,San Jose State,73.0,34.0,22.0,12.0,82.0,,,,,,,,,,,,,,,,,,,
873,DIETRCO01,Coby,Dietrick,N,480.0,9241.0,2915.0,517.0,1352.0,1869.0,990.0,428.0,284.0,481.0,1247.0,2588.0,1210.0,664.0,492.0,16.0,3.0,A,22.0,534.0,169.0,0.0,0.0,111.0,46.0,0.0,0.0,0.0,71.0,133.0,71.0,38.0,27.0,0.0,0.0,C,1970.0,1982.0,220.0,San Jose State,73.0,34.0,22.0,12.0,82.0,,,,,,,,,,,,,,,,,,,
874,DIETRCO01,Coby,Dietrick,N,480.0,9241.0,2915.0,517.0,1352.0,1869.0,990.0,428.0,284.0,481.0,1247.0,2588.0,1210.0,664.0,492.0,16.0,3.0,N,28.0,522.0,156.0,12.0,3.0,114.0,39.0,19.0,11.0,2.0,82.0,164.0,73.0,20.0,10.0,3.0,0.0,C,1970.0,1982.0,220.0,San Jose State,73.0,34.0,22.0,12.0,82.0,,,,,,,,,,,,,,,,,,,
875,DIGREER01,Ernie,Digregorio,N,312.0,7859.0,2997.0,128.0,482.0,610.0,1594.0,190.0,14.0,93.0,656.0,3052.0,1268.0,511.0,461.0,0.0,0.0,N,15.0,457.0,150.0,0.0,0.0,29.0,97.0,0.0,0.0,0.0,43.0,148.0,67.0,17.0,16.0,0.0,0.0,G,1973.0,1977.0,180.0,Providence,70.0,26.0,22.0,4.0,72.0,,,,,,,,,,,,,,,,,,,
876,DILLADU01,Wayne,Dillard,A,3.0,19.0,4.0,0.0,9.0,9.0,2.0,2.0,2.0,5.0,7.0,3.0,1.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1975.0,1975.0,,Eastern Michigan,,,,,78.0,,,,,,,,,,,,,,,,,,,
877,DILLAMI01,Mickey,Dillard,N,33.0,221.0,73.0,6.0,9.0,15.0,34.0,8.0,2.0,17.0,40.0,79.0,29.0,23.0,15.0,4.0,0.0,,,,,,,,,,,,,,,,,,,G,1981.0,1981.0,170.0,Florida State,63.0,23.0,23.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
878,DILLCR01,Craig,Dill,A,65.0,1354.0,445.0,0.0,0.0,378.0,31.0,0.0,0.0,64.0,164.0,488.0,187.0,106.0,71.0,3.0,0.0,A,6.0,15.0,7.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,8.0,3.0,1.0,1.0,0.0,0.0,C,1967.0,1967.0,215.0,Michigan ,76.0,22.0,22.0,0.0,83.0,,,,,,,,,,,,,,,,,,,
879,DILLEBO01,Bob,Dille,N,57.0,0.0,296.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,92.0,563.0,111.0,111.0,74.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1946.0,1946.0,190.0,Valparaiso,104.0,29.0,29.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
880,DILLOJO01,John,Dillon,N,22.0,0.0,36.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,55.0,10.0,22.0,16.0,0.0,0.0,N,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,F,1949.0,1949.0,180.0,North Carolina  ,97.0,25.0,25.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
881,DINKIBY01,Byron,Dinkins,N,45.0,511.0,151.0,13.0,39.0,52.0,94.0,21.0,2.0,50.0,45.0,143.0,58.0,39.0,34.0,9.0,1.0,,,,,,,,,,,,,,,,,,,G,1989.0,1990.0,170.0,UNC-Charlotte,54.0,23.0,22.0,1.0,73.0,,,,,,,,,,,,,,,,,,,
882,DINKIJA01,Jackie,Dinkins,N,18.0,89.0,45.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,10.0,41.0,17.0,20.0,11.0,0.0,0.0,N,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,F,1971.0,1971.0,210.0,Voorhees,71.0,21.0,21.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
883,DINNEHA01,Harry,Dinnel,A,11.0,87.0,19.0,0.0,0.0,23.0,5.0,0.0,0.0,8.0,14.0,19.0,6.0,8.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1967.0,1967.0,200.0,Pepperdine,80.0,26.0,26.0,0.0,76.0,,,,,,,,,,,,,,,,,,,
884,DINWIBI01,Bill,Dinwiddie,N,220.0,2760.0,974.0,0.0,0.0,720.0,129.0,0.0,0.0,0.0,381.0,1095.0,404.0,272.0,166.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1967.0,1971.0,220.0,New Mexico Highlands,78.0,28.0,24.0,4.0,79.0,,,,,,,,,,,,,,,,,,,
885,DIOPDE01,Desagana,Diop,N,193.0,2089.0,310.0,165.0,336.0,501.0,97.0,68.0,169.0,109.0,336.0,399.0,143.0,60.0,24.0,2.0,0.0,,,,,,,,,,,,,,,,,,,C,2001.0,2004.0,300.0,None,39.0,22.0,19.0,3.0,84.0,,,,,,,,,,,,,,,,,,,
886,DISCHTE01,Terry,Dischinger,N,652.0,17841.0,9012.0,0.0,0.0,3646.0,1151.0,0.0,0.0,0.0,2055.0,6836.0,3457.0,2768.0,2098.0,0.0,0.0,N,6.0,154.0,56.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0,19.0,56.0,21.0,19.0,14.0,0.0,0.0,F,1962.0,1972.0,189.0,Purdue,80.0,31.0,21.0,10.0,79.0,N,1962.0,1964.0,3.0,44.0,19.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,15.0,7.0,6.0,0.0,0.0
887,DIUTEFR01,Fred,Diute,N,7.0,72.0,11.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,12.0,21.0,2.0,12.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1954.0,1954.0,210.0,St. Bonaventure,92.0,25.0,25.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
888,DIVACVL01,Vlade,Divac,N,1134.0,33824.0,13398.0,2750.0,6576.0,9326.0,3541.0,1288.0,1631.0,2470.0,3609.0,10510.0,5205.0,4176.0,2888.0,426.0,100.0,N,121.0,3728.0,1468.0,606.0,307.0,913.0,286.0,117.0,165.0,260.0,439.0,1128.0,541.0,510.0,373.0,54.0,13.0,C,1989.0,2004.0,243.0,none,53.0,36.0,21.0,15.0,83.0,N,2000.0,2000.0,1.0,9.0,8.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0
889,DIXONJU01,Juan,Dixon,N,176.0,3179.0,1441.0,75.0,264.0,339.0,288.0,151.0,11.0,214.0,263.0,1355.0,537.0,282.0,235.0,429.0,132.0,N,10.0,219.0,114.0,23.0,3.0,26.0,13.0,7.0,0.0,12.0,19.0,101.0,41.0,25.0,21.0,34.0,11.0,G,2002.0,2004.0,164.0,Maryland,43.0,26.0,24.0,2.0,75.0,,,,,,,,,,,,,,,,,,,
890,DJORDAL01,Aleksi,Djordjevic,N,8.0,61.0,25.0,1.0,4.0,5.0,5.0,0.0,0.0,5.0,3.0,16.0,8.0,5.0,4.0,7.0,5.0,,,,,,,,,,,,,,,,,,,G,1996.0,1996.0,198.0,none,54.0,29.0,29.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
891,DODDEA01,Earl,Dodd,N,9.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,27.0,6.0,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1949.0,1949.0,175.0,NE Missouri State,97.0,25.0,25.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
